pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name
1508,1754,margarita_l,4,2023-01-12,18:22,7.11,28.44,L,Premium,"tomate, pimiento, pepperoni",Margarita
1509,1754,hawaiiana_xl,4,2023-01-11,19:20,5.91,23.64,XL,Premium,"queso, jamon, pepperoni, aceituna",Hawaiiana
1510,1755,cuatro_quesos_s,5,2023-02-21,10:03,6.05,30.25,S,Vegetariana,"pepperoni, queso, pimiento, tomate, champiñon",Cuatro_quesos
1511,1755,mexicana_m,2,2023-02-11,12:08,13.88,27.76,M,Premium,"tomate, queso",Mexicana
1512,1756,cuatro_quesos_m,3,2023-01-02,18:19,13.18,39.54,M,Clásica,"tomate, jamon, champiñon",Cuatro_quesos
1513,1756,carbonara_m,5,2023-01-22,17:15,7.52,37.6,M,Especial,"champiñon, tomate, jamon, pimiento",Carbonara
1514,1757,cuatro_quesos_m,2,2023-01-15,15:42,6.47,12.94,M,Premium,"queso, pepperoni",Cuatro_quesos
1515,1757,carbonara_m,1,2023-01-14,15:41,6.25,6.25,M,Especial,"aceituna, tomate, queso, pepperoni",Carbonara
1516,1758,carbonara_m,1,2023-01-11,20:52,7.1,7.1,M,Clásica,"pepperoni, pimiento, tomate",Carbonara
1517,1758,cuatro_quesos_m,5,2023-02-09,16:03,6.91,34.55,M,Premium,"queso, champiñon",Cuatro_quesos
1518,1759,cuatro_quesos_m,3,2023-02-12,16:54,9.32,27.96,M,Premium,"queso, pepperoni, champiñon, tomate, jamon",Cuatro_quesos
1519,1759,napolitana_m,1,2023-02-13,16:39,11.62,11.62,M,Clásica,"queso, pimiento",Napolitana
1520,1760,carbonara_l,2,2023-01-23,19:26,13.76,27.52,L,Vegetariana,"jamon, champiñon, queso, aceituna, pepperoni",Carbonara
1521,1760,napolitana_l,2,2023-01-16,14:33,6.76,13.52,L,Clásica,"pimiento, pepperoni, champiñon, tomate, jamon",Napolitana
1522,1761,margarita_xl,4,2023-02-09,16:13,8.8,35.2,XL,Premium,"jamon, queso, pimiento",Margarita
1523,1761,carbonara_l,3,2023-01-06,15:36,14.62,43.86,L,Clásica,"pepperoni, pimiento",Carbonara
1524,1762,cuatro_quesos_l,4,2023-01-21,18:27,6.98,27.92,L,Premium,"aceituna, pimiento, tomate, jamon",Cuatro_quesos
1525,1762,mexicana_s,4,2023-01-07,20:41,14.35,57.4,S,Especial,"jamon, pepperoni, tomate, aceituna, queso",Mexicana
1526,1763,mexicana_m,1,2023-01-29,17:20,7.8,7.8,M,Vegetariana,"champiñon, aceituna, pimiento",Mexicana
1527,1763,margarita_s,5,2023-02-10,21:21,14.47,72.35,S,Especial,"aceituna, pimiento, queso, tomate, champiñon",Margarita
1528,1764,mexicana_xl,4,2023-01-06,12:23,9.63,38.52,XL,Vegetariana,"pepperoni, queso, aceituna, jamon, champiñon",Mexicana
1529,1764,mexicana_m,3,2023-01-08,12:55,9.56,28.68,M,Clásica,"tomate, queso, jamon, aceituna, pimiento",Mexicana
1530,1765,cuatro_quesos_xl,4,2023-01-15,22:03,13.65,54.6,XL,Clásica,"pimiento, queso",Cuatro_quesos
1531,1765,carbonara_s,3,2023-01-16,17:00,7.33,21.99,S,Vegetariana,"jamon, pepperoni, tomate, champiñon, queso",Carbonara
1532,1766,carbonara_s,2,2023-02-01,15:58,8.4,16.8,S,Clásica,"pimiento, pepperoni, champiñon, queso",Carbonara
1533,1766,hawaiiana_l,4,2023-02-21,14:14,14.65,58.6,L,Premium,"queso, pimiento, pepperoni",Hawaiiana
1534,1767,mexicana_s,4,2023-02-27,15:03,9.7,38.8,S,Premium,"pepperoni, champiñon, tomate, queso, aceituna",Mexicana
1535,1767,mexicana_l,4,2023-01-15,15:44,14.74,58.96,L,Premium,"pepperoni, queso, aceituna, pimiento, champiñon",Mexicana
1536,1768,margarita_xl,4,2023-02-16,11:28,9.13,36.52,XL,Premium,"pepperoni, queso",Margarita
1537,1768,hawaiiana_l,4,2023-01-21,11:37,5.53,22.12,L,Vegetariana,"tomate, champiñon, pimiento",Hawaiiana
1538,1769,cuatro_quesos_xl,3,2023-02-27,19:17,14.85,44.55,XL,Premium,"jamon, tomate",Cuatro_quesos
1539,1769,hawaiiana_s,4,2023-01-29,18:37,9.2,36.8,S,Vegetariana,"queso, champiñon",Hawaiiana
1540,1770,cuatro_quesos_m,1,2023-01-02,22:29,10.9,10.9,M,Clásica,"tomate, champiñon, pepperoni, queso, pimiento",Cuatro_quesos
1541,1770,margarita_m,4,2023-01-17,22:46,7.63,30.52,M,Premium,"jamon, tomate, aceituna",Margarita
1542,1771,cuatro_quesos_s,4,2023-01-11,11:21,7.72,30.88,S,Vegetariana,"aceituna, tomate, champiñon",Cuatro_quesos
1543,1771,margarita_s,2,2023-02-26,12:58,6.12,12.24,S,Clásica,"aceituna, jamon, pimiento, queso, pepperoni",Margarita
1544,1772,napolitana_xl,2,2023-02-08,15:51,13.55,27.1,XL,Especial,"tomate, jamon",Napolitana
1545,1772,cuatro_quesos_xl,5,2023-02-19,19:19,5.41,27.05,XL,Clásica,"pimiento, queso, champiñon, jamon, tomate",Cuatro_quesos
1546,1773,carbonara_s,1,2023-01-19,17:35,5.66,5.66,S,Vegetariana,"queso, jamon, aceituna",Carbonara
1547,1773,hawaiiana_s,2,2023-02-24,14:51,9.02,18.04,S,Clásica,"tomate, champiñon",Hawaiiana
1548,1774,cuatro_quesos_s,4,2023-01-14,10:04,7.79,31.16,S,Clásica,"tomate, champiñon, aceituna, queso, jamon",Cuatro_quesos
1549,1774,cuatro_quesos_xl,1,2023-01-31,11:05,11.89,11.89,XL,Vegetariana,"champiñon, tomate, aceituna, pepperoni, pimiento",Cuatro_quesos
1550,1775,napolitana_m,1,2023-01-02,20:30,14.36,14.36,M,Especial,"queso, pimiento, jamon",Napolitana
1551,1775,margarita_s,2,2023-03-02,15:32,14.81,29.62,S,Clásica,"aceituna, tomate",Margarita
1552,1776,napolitana_xl,2,2023-02-07,12:29,7.86,15.72,XL,Vegetariana,"queso, pepperoni, tomate",Napolitana
1553,1776,margarita_xl,3,2023-02-25,19:49,13.74,41.22,XL,Especial,"pimiento, jamon, queso, pepperoni",Margarita
1554,1777,napolitana_s,1,2023-01-01,13:47,5.78,5.78,S,Vegetariana,"pimiento, pepperoni, jamon, aceituna, champiñon",Napolitana
1555,1777,hawaiiana_m,4,2023-02-12,20:55,6.36,25.44,M,Vegetariana,"aceituna, tomate, pepperoni, pimiento, queso",Hawaiiana
1556,1778,napolitana_l,5,2023-02-18,22:30,12.73,63.65,L,Premium,"pepperoni, pimiento",Napolitana
1557,1778,mexicana_l,5,2023-02-27,13:25,7.33,36.65,L,Especial,"queso, jamon, tomate, aceituna",Mexicana
1558,1779,margarita_l,1,2023-01-27,21:16,10.76,10.76,L,Clásica,"tomate, champiñon, queso, pimiento",Margarita
1559,1779,cuatro_quesos_xl,1,2023-02-14,17:49,13.74,13.74,XL,Clásica,"aceituna, pepperoni",Cuatro_quesos
1560,1780,hawaiiana_m,3,2023-01-01,18:53,10.28,30.84,M,Premium,"tomate, jamon, aceituna",Hawaiiana
1561,1780,margarita_s,2,2023-02-28,10:34,6.11,12.22,S,Vegetariana,"aceituna, tomate, pimiento, queso",Margarita
1562,1781,mexicana_s,4,2023-01-23,20:19,8.93,35.72,S,Premium,"tomate, pepperoni, queso, champiñon, pimiento",Mexicana
1563,1781,mexicana_l,2,2023-02-25,14:28,10.15,20.3,L,Clásica,"queso, tomate, champiñon, aceituna",Mexicana
1564,1782,carbonara_l,3,2023-02-20,12:55,14.6,43.8,L,Vegetariana,"tomate, pepperoni, champiñon, jamon, aceituna",Carbonara
1565,1782,carbonara_s,1,2023-01-05,13:07,11.9,11.9,S,Premium,"aceituna, pimiento, champiñon, pepperoni, tomate",Carbonara
1566,1783,carbonara_s,3,2023-02-16,19:51,5.88,17.64,S,Vegetariana,"tomate, jamon, aceituna, pepperoni, champiñon",Carbonara
1567,1783,carbonara_s,2,2023-01-05,11:49,14.86,29.72,S,Vegetariana,"tomate, pimiento, jamon, champiñon",Carbonara
1568,1784,margarita_s,1,2023-02-17,11:52,12.5,12.5,S,Especial,"champiñon, aceituna",Margarita
1569,1784,margarita_l,2,2023-02-09,21:19,13.12,26.24,L,Clásica,"aceituna, pimiento, champiñon, tomate",Margarita
1570,1785,carbonara_l,1,2023-01-27,13:40,10.04,10.04,L,Vegetariana,"pepperoni, jamon",Carbonara
1571,1785,cuatro_quesos_l,2,2023-01-05,14:29,14.26,28.52,L,Clásica,"tomate, champiñon, pepperoni",Cuatro_quesos
1572,1786,margarita_l,4,2023-01-27,12:13,7.41,29.64,L,Premium,"champiñon, jamon",Margarita
1573,1786,napolitana_l,5,2023-02-05,14:03,12.15,60.75,L,Clásica,"jamon, pimiento",Napolitana
1574,1787,carbonara_xl,1,2023-02-17,13:23,13.13,13.13,XL,Clásica,"pimiento, pepperoni",Carbonara
1575,1787,carbonara_l,3,2023-01-25,11:29,7.24,21.72,L,Premium,"pimiento, aceituna, queso",Carbonara
1576,1788,mexicana_xl,4,2023-01-19,22:47,12.1,48.4,XL,Vegetariana,"aceituna, jamon, tomate, pimiento",Mexicana
1577,1788,hawaiiana_m,2,2023-02-22,15:25,5.84,11.68,M,Clásica,"queso, tomate, pepperoni, aceituna",Hawaiiana
1578,1789,margarita_s,4,2023-02-18,17:22,5.73,22.92,S,Vegetariana,"pepperoni, pimiento",Margarita
1579,1789,mexicana_xl,1,2023-01-03,10:44,13.64,13.64,XL,Especial,"pepperoni, queso, tomate, champiñon",Mexicana
1580,1790,cuatro_quesos_s,2,2023-01-15,14:29,12.14,24.28,S,Clásica,"queso, pimiento, champiñon, pepperoni, aceituna",Cuatro_quesos
1581,1790,carbonara_l,2,2023-02-04,10:32,13.85,27.7,L,Premium,"queso, pimiento, pepperoni",Carbonara
1582,1791,cuatro_quesos_xl,3,2023-01-07,13:53,7.09,21.27,XL,Especial,"aceituna, queso, tomate",Cuatro_quesos
1583,1791,cuatro_quesos_m,3,2023-02-14,18:34,7.67,23.01,M,Vegetariana,"pepperoni, aceituna, tomate",Cuatro_quesos
1584,1792,cuatro_quesos_l,3,2023-01-15,11:27,11.01,33.03,L,Premium,"aceituna, jamon, pimiento",Cuatro_quesos
1585,1792,napolitana_l,4,2023-01-15,22:54,13.97,55.88,L,Vegetariana,"tomate, pimiento",Napolitana
1586,1793,napolitana_s,4,2023-02-06,18:11,9.15,36.6,S,Vegetariana,"jamon, queso, aceituna, pepperoni, pimiento",Napolitana
1587,1793,napolitana_l,1,2023-02-25,10:52,13.72,13.72,L,Clásica,"tomate, pimiento, jamon, pepperoni, queso",Napolitana
1588,1794,mexicana_l,2,2023-01-06,12:55,13.93,27.86,L,Vegetariana,"jamon, pimiento",Mexicana
1589,1794,cuatro_quesos_xl,4,2023-01-07,21:26,12.34,49.36,XL,Especial,"champiñon, jamon, queso, tomate, aceituna",Cuatro_quesos
1590,1795,cuatro_quesos_m,1,2023-01-22,13:48,9.77,9.77,M,Premium,"aceituna, champiñon, jamon",Cuatro_quesos
1591,1795,cuatro_quesos_l,5,2023-01-05,11:30,14.82,74.1,L,Especial,"champiñon, aceituna, jamon, queso, pimiento",Cuatro_quesos
1592,1796,carbonara_l,2,2023-01-21,15:16,9.2,18.4,L,Especial,"pimiento, aceituna, pepperoni",Carbonara
1593,1796,carbonara_xl,3,2023-01-11,11:50,5.21,15.63,XL,Vegetariana,"champiñon, jamon, pimiento, pepperoni",Carbonara
1594,1797,napolitana_l,3,2023-01-03,17:10,13.74,41.22,L,Clásica,"tomate, champiñon",Napolitana
1595,1797,cuatro_quesos_l,5,2023-02-07,10:47,14.52,72.6,L,Vegetariana,"jamon, pimiento",Cuatro_quesos
1596,1798,mexicana_l,4,2023-01-04,19:37,12.09,48.36,L,Clásica,"queso, pepperoni",Mexicana
1597,1798,cuatro_quesos_xl,3,2023-01-10,13:46,10.89,32.67,XL,Clásica,"pepperoni, jamon, tomate, queso",Cuatro_quesos
1598,1799,mexicana_xl,2,2023-02-20,21:40,12.84,25.68,XL,Clásica,"tomate, pimiento, queso, jamon",Mexicana
1599,1799,carbonara_s,2,2023-01-23,18:00,12.08,24.16,S,Premium,"queso, jamon, tomate",Carbonara
1600,1800,hawaiiana_m,3,2023-03-01,14:53,10.15,30.45,M,Especial,"queso, tomate, champiñon, jamon",Hawaiiana
1601,1800,mexicana_s,5,2023-02-15,12:33,13.26,66.3,S,Vegetariana,"jamon, pimiento, queso, tomate, champiñon",Mexicana
1602,1801,carbonara_m,5,2023-01-14,11:30,5.87,29.35,M,Clásica,"queso, pepperoni, aceituna, pimiento, tomate",Carbonara
1603,1801,cuatro_quesos_m,4,2023-02-25,18:36,14.25,57.0,M,Especial,"queso, aceituna",Cuatro_quesos
1604,1802,margarita_m,1,2023-02-24,11:20,9.86,9.86,M,Vegetariana,"pimiento, queso, tomate, aceituna",Margarita
1605,1802,margarita_l,5,2023-01-24,10:40,6.24,31.2,L,Vegetariana,"pimiento, aceituna, champiñon, tomate",Margarita
1606,1803,mexicana_m,1,2023-02-16,17:42,14.41,14.41,M,Premium,"champiñon, jamon, aceituna, pepperoni",Mexicana
1607,1803,cuatro_quesos_s,5,2023-01-16,16:45,6.63,33.15,S,Premium,"jamon, champiñon, pimiento, aceituna",Cuatro_quesos
1608,1804,cuatro_quesos_l,2,2023-02-27,19:08,6.4,12.8,L,Vegetariana,"pimiento, aceituna, queso",Cuatro_quesos
1609,1804,mexicana_m,5,2023-02-04,16:03,14.76,73.8,M,Especial,"tomate, pepperoni, jamon, queso",Mexicana
1610,1805,carbonara_s,5,2023-02-14,17:50,14.44,72.2,S,Clásica,"jamon, pimiento, queso, aceituna",Carbonara
1611,1805,cuatro_quesos_s,5,2023-02-17,12:00,13.53,67.65,S,Premium,"queso, aceituna, tomate, pimiento, jamon",Cuatro_quesos
1612,1806,carbonara_l,5,2023-02-25,16:39,7.81,39.05,L,Vegetariana,"tomate, pepperoni, champiñon",Carbonara
1613,1806,napolitana_m,3,2023-02-20,21:27,9.93,29.79,M,Clásica,"tomate, queso, pimiento",Napolitana
1614,1807,carbonara_xl,1,2023-03-02,19:25,13.16,13.16,XL,Clásica,"pimiento, aceituna",Carbonara
1615,1807,cuatro_quesos_l,1,2023-01-14,21:46,6.7,6.7,L,Vegetariana,"queso, tomate, jamon, aceituna",Cuatro_quesos
1616,1808,napolitana_l,1,2023-01-01,12:16,11.37,11.37,L,Premium,"pimiento, queso, tomate, jamon",Napolitana
1617,1808,margarita_m,1,2023-02-01,21:26,5.05,5.05,M,Especial,"aceituna, queso, pimiento, champiñon",Margarita
1618,1809,hawaiiana_m,4,2023-01-15,15:27,5.63,22.52,M,Especial,"pimiento, champiñon",Hawaiiana
1619,1809,hawaiiana_xl,3,2023-02-16,19:24,11.9,35.7,XL,Clásica,"queso, tomate, pepperoni",Hawaiiana
1620,1810,cuatro_quesos_m,5,2023-01-12,16:55,9.59,47.95,M,Clásica,"champiñon, jamon, aceituna",Cuatro_quesos
1621,1810,napolitana_m,3,2023-02-01,10:47,12.92,38.76,M,Clásica,"queso, tomate, champiñon, pimiento",Napolitana
1622,1811,mexicana_m,5,2023-02-13,19:44,13.45,67.25,M,Vegetariana,"tomate, pepperoni, queso, pimiento, jamon",Mexicana
1623,1811,cuatro_quesos_s,5,2023-01-21,13:03,13.93,69.65,S,Especial,"pepperoni, jamon, tomate",Cuatro_quesos
1624,1812,hawaiiana_xl,5,2023-02-04,19:36,5.8,29.0,XL,Especial,"pimiento, champiñon, pepperoni, jamon, queso",Hawaiiana
1625,1812,napolitana_m,4,2023-02-26,13:28,13.09,52.36,M,Premium,"queso, tomate",Napolitana
1626,1813,margarita_l,4,2023-01-19,19:05,7.24,28.96,L,Especial,"aceituna, champiñon, pepperoni, jamon, queso",Margarita
1627,1813,hawaiiana_s,1,2023-02-18,11:35,11.5,11.5,S,Vegetariana,"tomate, champiñon, pimiento, pepperoni",Hawaiiana
1628,1814,mexicana_xl,2,2023-02-24,10:09,7.86,15.72,XL,Clásica,"jamon, pimiento",Mexicana
1629,1814,mexicana_l,5,2023-01-14,13:29,10.76,53.8,L,Premium,"pimiento, jamon, queso",Mexicana
1630,1815,mexicana_xl,1,2023-02-28,19:19,13.92,13.92,XL,Vegetariana,"pepperoni, tomate, jamon, queso",Mexicana
1631,1815,mexicana_s,1,2023-02-26,15:04,5.57,5.57,S,Premium,"aceituna, champiñon, jamon, queso",Mexicana
1632,1816,napolitana_s,1,2023-01-01,16:45,9.67,9.67,S,Clásica,"tomate, jamon, queso, pepperoni",Napolitana
1633,1816,napolitana_l,4,2023-02-04,15:38,7.9,31.6,L,Clásica,"queso, aceituna, jamon",Napolitana
1634,1817,margarita_l,3,2023-01-20,16:43,13.92,41.76,L,Clásica,"pimiento, queso, pepperoni, aceituna",Margarita
1635,1817,margarita_l,5,2023-02-16,16:40,5.81,29.05,L,Premium,"jamon, queso, aceituna, pimiento",Margarita
1636,1818,cuatro_quesos_m,3,2023-01-17,13:28,12.63,37.89,M,Clásica,"jamon, aceituna, pepperoni",Cuatro_quesos
1637,1818,mexicana_l,3,2023-01-22,17:04,14.55,43.65,L,Vegetariana,"aceituna, pepperoni, jamon",Mexicana
1638,1819,mexicana_xl,4,2023-01-31,22:30,11.9,47.6,XL,Premium,"queso, pimiento, jamon",Mexicana
1639,1819,cuatro_quesos_xl,3,2023-02-07,20:47,12.34,37.02,XL,Premium,"aceituna, tomate, champiñon, pimiento, queso",Cuatro_quesos
1640,1820,mexicana_m,3,2023-02-22,15:14,10.09,30.27,M,Clásica,"tomate, pimiento",Mexicana
1641,1820,mexicana_s,5,2023-01-24,22:18,5.06,25.3,S,Especial,"tomate, pepperoni, pimiento, jamon",Mexicana
1642,1821,mexicana_m,3,2023-01-27,15:06,11.32,33.96,M,Vegetariana,"queso, tomate, aceituna",Mexicana
1643,1821,margarita_m,2,2023-03-02,14:21,14.23,28.46,M,Especial,"pepperoni, tomate, queso, aceituna",Margarita
1644,1822,hawaiiana_s,3,2023-02-17,17:21,9.46,28.38,S,Clásica,"tomate, aceituna, queso, pepperoni",Hawaiiana
1645,1822,margarita_s,3,2023-02-02,17:04,10.84,32.52,S,Clásica,"queso, pimiento, jamon",Margarita
1646,1823,mexicana_m,4,2023-01-22,11:58,5.32,21.28,M,Especial,"pepperoni, champiñon, queso, jamon",Mexicana
1647,1823,margarita_s,3,2023-01-15,12:29,10.39,31.17,S,Premium,"aceituna, jamon, champiñon, pimiento, tomate",Margarita
1648,1824,carbonara_xl,1,2023-01-03,16:53,14.42,14.42,XL,Premium,"aceituna, pepperoni, pimiento, champiñon, tomate",Carbonara
1649,1824,mexicana_m,1,2023-03-01,21:32,9.72,9.72,M,Especial,"aceituna, tomate",Mexicana
1650,1825,napolitana_m,3,2023-02-27,17:19,8.36,25.08,M,Especial,"pimiento, tomate, champiñon",Napolitana
1651,1825,napolitana_s,1,2023-01-11,12:15,9.51,9.51,S,Clásica,"queso, jamon, tomate",Napolitana
1652,1826,carbonara_s,2,2023-02-02,10:38,6.78,13.56,S,Especial,"jamon, champiñon",Carbonara
1653,1826,napolitana_l,4,2023-01-22,17:42,8.95,35.8,L,Especial,"queso, champiñon, pimiento, pepperoni",Napolitana
1654,1827,mexicana_m,4,2023-02-23,16:30,14.97,59.88,M,Clásica,"pepperoni, aceituna, champiñon, queso",Mexicana
1655,1827,hawaiiana_l,5,2023-02-10,10:14,7.75,38.75,L,Clásica,"pimiento, tomate, pepperoni, jamon, aceituna",Hawaiiana
1656,1828,hawaiiana_l,5,2023-02-20,11:12,7.79,38.95,L,Especial,"aceituna, pepperoni, pimiento, tomate, champiñon",Hawaiiana
1657,1828,cuatro_quesos_s,3,2023-01-29,12:56,13.48,40.44,S,Clásica,"queso, pepperoni, tomate, aceituna",Cuatro_quesos
1658,1829,hawaiiana_l,1,2023-02-17,11:24,9.48,9.48,L,Especial,"queso, tomate, jamon",Hawaiiana
1659,1829,hawaiiana_s,3,2023-01-01,20:18,10.07,30.21,S,Vegetariana,"pimiento, jamon",Hawaiiana
1660,1830,margarita_s,1,2023-02-07,20:18,9.33,9.33,S,Clásica,"jamon, pimiento",Margarita
1661,1830,mexicana_m,4,2023-01-04,19:09,7.48,29.92,M,Especial,"aceituna, jamon, tomate, pepperoni, queso",Mexicana
1662,1831,cuatro_quesos_m,1,2023-02-25,21:30,11.67,11.67,M,Especial,"pepperoni, aceituna",Cuatro_quesos
1663,1831,cuatro_quesos_xl,2,2023-02-19,21:34,10.56,21.12,XL,Especial,"champiñon, aceituna, pimiento",Cuatro_quesos
1664,1832,hawaiiana_l,1,2023-02-17,11:00,14.05,14.05,L,Especial,"pimiento, queso, jamon",Hawaiiana
1665,1832,napolitana_s,4,2023-01-06,19:22,10.68,42.72,S,Clásica,"tomate, aceituna, pimiento",Napolitana
1666,1833,napolitana_s,4,2023-02-19,17:21,9.09,36.36,S,Premium,"queso, tomate, aceituna, jamon",Napolitana
1667,1833,cuatro_quesos_xl,1,2023-01-10,11:33,14.0,14.0,XL,Clásica,"aceituna, tomate",Cuatro_quesos
1668,1834,mexicana_s,4,2023-02-11,17:14,9.48,37.92,S,Premium,"tomate, jamon, pepperoni, champiñon",Mexicana
1669,1834,napolitana_m,2,2023-01-10,21:42,13.64,27.28,M,Clásica,"tomate, aceituna, pimiento, champiñon, jamon",Napolitana
1670,1835,margarita_s,1,2023-01-21,14:58,5.38,5.38,S,Premium,"pepperoni, jamon",Margarita
1671,1835,napolitana_xl,4,2023-02-08,13:59,5.77,23.08,XL,Vegetariana,"queso, champiñon, pepperoni, jamon",Napolitana
1672,1836,carbonara_m,4,2023-01-31,13:14,8.29,33.16,M,Vegetariana,"queso, pepperoni",Carbonara
1673,1836,margarita_xl,4,2023-02-21,16:10,7.93,31.72,XL,Clásica,"pimiento, jamon",Margarita
1674,1837,margarita_m,4,2023-01-10,22:14,7.54,30.16,M,Clásica,"champiñon, queso, jamon, aceituna, pimiento",Margarita
1675,1837,margarita_l,1,2023-01-19,10:34,14.73,14.73,L,Clásica,"queso, champiñon, pimiento, tomate, pepperoni",Margarita
1676,1838,hawaiiana_s,3,2023-02-16,22:04,11.05,33.15,S,Vegetariana,"pepperoni, queso, pimiento, jamon, tomate",Hawaiiana
1677,1838,napolitana_m,5,2023-01-19,22:55,7.09,35.45,M,Clásica,"tomate, pimiento, aceituna, queso, champiñon",Napolitana
1678,1839,mexicana_s,5,2023-01-31,19:43,10.94,54.7,S,Premium,"champiñon, pepperoni, tomate, aceituna, queso",Mexicana
1679,1839,hawaiiana_m,3,2023-01-15,17:37,10.26,30.78,M,Premium,"aceituna, champiñon, tomate, queso, pepperoni",Hawaiiana
1680,1840,mexicana_m,3,2023-01-19,18:09,6.35,19.05,M,Clásica,"queso, aceituna, pimiento, champiñon",Mexicana
1681,1840,cuatro_quesos_s,5,2023-01-12,16:10,6.47,32.35,S,Premium,"champiñon, pimiento, jamon, tomate, queso",Cuatro_quesos
1682,1841,napolitana_l,3,2023-02-22,14:32,11.09,33.27,L,Clásica,"pimiento, queso",Napolitana
1683,1841,hawaiiana_s,5,2023-01-15,13:57,5.3,26.5,S,Clásica,"jamon, aceituna, pepperoni, queso, pimiento",Hawaiiana
1684,1842,mexicana_s,4,2023-02-07,15:30,14.18,56.72,S,Especial,"aceituna, pepperoni, tomate, pimiento",Mexicana
1685,1842,hawaiiana_l,3,2023-02-10,11:27,5.16,15.48,L,Clásica,"pepperoni, tomate, pimiento, queso",Hawaiiana
1686,1843,margarita_m,2,2023-01-28,20:27,6.58,13.16,M,Especial,"pimiento, queso",Margarita
1687,1843,hawaiiana_s,3,2023-02-21,12:54,7.86,23.58,S,Clásica,"pimiento, aceituna, champiñon, jamon",Hawaiiana
1688,1844,napolitana_xl,5,2023-02-21,11:03,5.02,25.1,XL,Especial,"queso, tomate",Napolitana
1689,1844,carbonara_s,2,2023-01-07,13:11,7.6,15.2,S,Clásica,"jamon, aceituna",Carbonara
1690,1845,carbonara_s,5,2023-01-30,13:26,10.73,53.65,S,Vegetariana,"jamon, tomate, queso, champiñon, pepperoni",Carbonara
1691,1845,carbonara_xl,3,2023-01-06,15:26,11.45,34.35,XL,Clásica,"jamon, queso, pepperoni, pimiento, tomate",Carbonara
1692,1846,carbonara_xl,5,2023-02-26,20:39,5.53,27.65,XL,Vegetariana,"pimiento, aceituna, tomate, champiñon, pepperoni",Carbonara
1693,1846,carbonara_xl,1,2023-02-20,14:34,14.69,14.69,XL,Premium,"pepperoni, tomate",Carbonara
1694,1847,margarita_l,4,2023-02-10,13:06,6.93,27.72,L,Premium,"champiñon, queso",Margarita
1695,1847,carbonara_l,4,2023-02-18,22:51,14.41,57.64,L,Premium,"pepperoni, champiñon, aceituna, pimiento, queso",Carbonara
1696,1848,napolitana_l,1,2023-01-06,20:55,8.41,8.41,L,Especial,"jamon, pimiento, aceituna, tomate, pepperoni",Napolitana
1697,1848,hawaiiana_s,1,2023-02-01,21:37,9.62,9.62,S,Premium,"pimiento, queso, tomate, aceituna",Hawaiiana
1698,1849,cuatro_quesos_s,3,2023-02-22,10:17,11.92,35.76,S,Vegetariana,"queso, pepperoni, champiñon",Cuatro_quesos
1699,1849,carbonara_s,2,2023-02-20,12:17,12.69,25.38,S,Especial,"pimiento, queso",Carbonara
1700,1850,hawaiiana_xl,5,2023-02-05,14:12,8.65,43.25,XL,Vegetariana,"champiñon, pimiento, aceituna, jamon, tomate",Hawaiiana
1701,1850,mexicana_m,1,2023-01-13,10:27,12.38,12.38,M,Clásica,"queso, tomate",Mexicana
1702,1851,margarita_s,4,2023-01-07,14:45,6.63,26.52,S,Clásica,"queso, champiñon, pepperoni, aceituna",Margarita
1703,1851,mexicana_xl,2,2023-02-04,22:59,14.05,28.1,XL,Vegetariana,"pimiento, champiñon, tomate",Mexicana
1704,1852,cuatro_quesos_xl,5,2023-01-30,15:25,5.62,28.1,XL,Vegetariana,"tomate, jamon, aceituna, pimiento",Cuatro_quesos
1705,1852,carbonara_l,2,2023-02-17,22:04,5.63,11.26,L,Premium,"queso, pepperoni, pimiento",Carbonara
1706,1853,carbonara_s,3,2023-01-23,22:39,10.82,32.46,S,Especial,"pepperoni, jamon",Carbonara
1707,1853,margarita_m,3,2023-02-24,22:39,11.19,33.57,M,Especial,"pepperoni, pimiento",Margarita
1708,1854,margarita_s,1,2023-02-15,14:35,13.3,13.3,S,Vegetariana,"pepperoni, queso, jamon, tomate",Margarita
1709,1854,carbonara_xl,1,2023-02-27,21:17,6.72,6.72,XL,Premium,"pimiento, pepperoni, aceituna, jamon, champiñon",Carbonara
1710,1855,cuatro_quesos_l,4,2023-01-11,22:39,8.47,33.88,L,Vegetariana,"jamon, pimiento",Cuatro_quesos
1711,1855,mexicana_s,3,2023-01-21,20:09,6.59,19.77,S,Premium,"tomate, champiñon, jamon, queso",Mexicana
1712,1856,napolitana_m,5,2023-02-26,20:55,11.09,55.45,M,Clásica,"tomate, pimiento, queso, aceituna",Napolitana
1713,1856,cuatro_quesos_m,1,2023-02-03,15:12,8.1,8.1,M,Vegetariana,"jamon, tomate, pimiento",Cuatro_quesos
1714,1857,cuatro_quesos_s,1,2023-01-14,20:36,13.98,13.98,S,Premium,"pimiento, jamon",Cuatro_quesos
1715,1857,cuatro_quesos_xl,5,2023-02-20,15:06,9.41,47.05,XL,Vegetariana,"aceituna, queso, pimiento, champiñon, tomate",Cuatro_quesos
1716,1858,napolitana_s,3,2023-01-13,12:29,13.22,39.66,S,Vegetariana,"pepperoni, tomate, jamon, pimiento",Napolitana
1717,1858,mexicana_m,1,2023-03-02,15:26,13.24,13.24,M,Clásica,"queso, jamon, aceituna",Mexicana
